id,parent_id,topology__cycle,arch_dev__pot_flowering_date,arch_dev__pot_nb_fruit,topology__ancestor_is_apical,arch_dev_rep__nature,topology__ancestor_nature,arch_dev__nb_inflos,topology__is_apical,topology__appearance_month
0,NA,3,NaT,0,NA,0,NA,0,1,NA
1,0,3,NaT,0,NA,0,NA,0,0,NA
2,1,3,NaT,0,NA,0,NA,0,1,NA
3,2,3,NaT,0,NA,0,NA,0,0,NA
4,3,3,NaT,0,NA,0,NA,0,1,NA
5,4,3,NaT,0,NA,1,NA,0,1,NA
6,2,3,NaT,0,NA,0,NA,0,0,NA
7,6,3,NaT,0,NA,0,NA,0,1,NA
8,7,3,NaT,0,NA,0,NA,0,0,NA
9,7,3,NaT,0,NA,0,NA,0,1,NA
10,2,3,NaT,0,NA,0,NA,0,0,NA
11,10,3,NaT,0,NA,0,NA,0,0,NA
12,11,3,NaT,0,NA,0,NA,0,1,NA
13,10,3,NaT,0,NA,0,NA,0,0,NA
14,13,3,NaT,0,NA,0,NA,0,0,NA
15,13,3,NaT,0,NA,0,NA,0,1,NA
16,10,3,NaT,0,NA,0,NA,0,1,NA
17,16,3,NaT,0,NA,0,NA,0,1,NA
18,2,3,NaT,0,NA,0,NA,0,1,NA
19,18,3,NaT,0,NA,0,NA,0,0,NA
20,19,3,NaT,0,NA,0,NA,0,1,NA
21,20,3,NaT,0,NA,0,NA,0,0,NA
22,20,3,NaT,0,NA,0,NA,0,1,NA
23,18,3,NaT,0,NA,0,NA,0,0,NA
24,23,3,NaT,0,NA,0,NA,0,0,NA
25,24,3,NaT,0,NA,0,NA,0,1,NA
26,23,3,NaT,0,NA,0,NA,0,1,NA
27,26,3,NaT,0,NA,0,NA,0,1,NA
28,18,3,NaT,0,NA,0,NA,0,1,NA
29,28,3,NaT,0,NA,0,NA,0,1,NA
30,5,4,NaT,0,1,0,1,0,0,12
31,30,4,NaT,2,1,2,1,1,1,2
32,31,5,NaT,0,1,0,2,0,0,3
33,31,5,NaT,0,1,1,2,1,0,3
34,31,5,NaT,0,1,0,2,0,0,3
35,31,5,NaT,0,1,0,2,0,0,3
36,5,4,NaT,0,1,0,1,0,0,12
37,36,5,NaT,0,0,1,0,1,1,3
38,5,4,NaT,0,1,0,1,0,0,12
39,38,5,NaT,0,0,1,0,1,1,9
40,5,4,NaT,0,1,0,1,0,0,12
41,40,5,NaT,0,0,0,0,0,1,9
42,41,5,NaT,1,0,2,0,1,1,3
43,27,4,NaT,0,1,0,0,0,0,10
44,43,4,NaT,0,1,1,0,1,0,12
45,27,4,NaT,0,1,0,0,0,0,10
46,27,4,NaT,0,1,0,0,0,0,10
47,46,4,NaT,0,1,1,0,1,1,12
48,47,5,NaT,0,1,0,1,0,1,10
49,27,4,NaT,0,1,0,0,0,0,10
50,49,4,NaT,1,1,2,0,1,1,12
51,50,5,NaT,0,1,1,2,1,0,3
52,50,5,NaT,0,1,1,2,1,0,3
53,50,5,NaT,0,1,0,2,0,1,10
54,53,5,NaT,0,1,1,2,1,0,3
55,29,4,NaT,0,1,0,0,0,0,10
56,55,4,NaT,0,1,1,0,1,0,12
57,55,4,NaT,0,1,1,0,1,0,12
58,29,4,NaT,0,1,0,0,0,0,10
59,29,4,NaT,0,1,0,0,0,0,10
60,2,4,NaT,0,1,0,0,0,0,10
61,9,4,NaT,0,1,0,0,0,0,10
62,61,4,NaT,0,1,0,0,0,1,12
63,62,4,NaT,1,1,2,0,1,0,3
64,62,4,NaT,0,1,1,0,1,0,3
65,62,4,NaT,0,1,1,0,1,1,3
66,65,5,NaT,0,1,0,1,0,0,3
67,65,5,NaT,1,1,2,1,1,0,3
68,65,5,NaT,0,1,1,1,1,0,3
69,65,5,NaT,0,1,1,1,1,0,3
70,65,5,NaT,1,1,2,1,1,0,3
71,65,5,NaT,0,1,1,1,1,0,3
72,63,5,NaT,0,0,1,2,1,0,3
73,64,5,NaT,1,0,2,1,1,0,3
74,64,5,NaT,0,0,1,1,1,0,3
75,64,5,NaT,0,0,1,1,1,0,3
76,9,4,NaT,0,1,0,0,0,0,10
77,76,4,NaT,0,1,0,0,0,1,12
78,77,4,NaT,3,1,2,0,1,1,4
79,9,4,NaT,0,1,0,0,0,0,10
80,79,4,NaT,0,1,0,0,0,1,12
81,80,5,NaT,0,1,1,0,1,0,3
82,80,5,NaT,0,1,1,0,1,0,3
83,80,5,NaT,0,1,1,0,1,0,3
84,9,4,NaT,0,1,0,0,0,0,10
85,84,4,NaT,0,1,0,0,0,1,12
86,85,4,NaT,3,1,2,0,1,1,3
87,86,5,NaT,0,1,1,2,1,0,3
88,86,5,NaT,0,1,1,2,1,0,3
89,86,5,NaT,1,1,2,2,1,0,3
90,86,5,NaT,0,1,1,2,1,0,3
91,86,5,NaT,0,1,1,2,1,0,3
92,86,5,NaT,0,1,1,2,1,0,3
93,17,4,NaT,0,1,0,0,0,0,10
94,93,4,NaT,0,1,0,0,0,1,12
95,17,4,NaT,0,1,0,0,0,0,10
96,17,4,NaT,0,1,0,0,0,0,10
97,96,4,NaT,0,1,0,0,0,1,12
98,97,4,NaT,0,1,1,0,1,0,4
99,97,4,NaT,1,1,2,0,1,1,4
100,97,5,NaT,0,1,1,0,1,0,3
101,17,4,NaT,0,1,0,0,0,0,10
102,101,4,NaT,0,1,0,0,0,1,12
103,102,4,NaT,0,1,1,0,1,0,4
104,102,4,NaT,0,1,1,0,1,0,4
105,102,4,NaT,0,1,1,0,1,0,4
106,102,4,NaT,0,1,0,0,0,1,4
107,106,5,NaT,0,1,0,0,0,0,3
108,103,5,NaT,0,0,1,1,1,0,3
109,104,5,NaT,2,0,2,1,1,0,3
110,104,5,NaT,0,0,1,1,1,0,3
111,104,5,NaT,0,0,1,1,1,0,3
112,104,5,NaT,0,0,1,1,1,0,3
113,104,5,NaT,0,0,1,1,1,0,3
114,104,5,NaT,0,0,1,1,1,0,3
115,18,4,NaT,0,1,0,0,0,0,10
116,18,4,NaT,0,1,0,0,0,0,10
117,22,4,NaT,0,1,0,0,0,0,10
118,117,4,NaT,0,1,0,0,0,0,12
119,118,4,NaT,2,1,2,0,1,0,3
120,118,4,NaT,0,1,1,0,1,1,3
121,117,4,NaT,0,1,0,0,0,1,12
122,121,4,NaT,0,1,1,0,1,1,3
123,122,5,NaT,0,1,1,1,1,0,3
124,122,5,NaT,0,1,1,1,1,0,3
125,122,5,NaT,1,1,2,1,1,0,3
126,122,5,NaT,0,1,1,1,1,0,3
127,120,5,NaT,0,1,1,1,1,0,3
128,120,5,NaT,0,1,0,1,0,0,3
129,25,4,NaT,0,1,1,0,1,0,12
130,25,4,NaT,0,1,1,0,1,0,12
131,12,4,NaT,0,1,0,0,0,0,12
132,11,4,NaT,0,0,0,0,0,0,10
133,15,4,NaT,0,1,0,0,0,0,10
134,133,4,NaT,0,1,0,0,0,1,12
135,134,4,NaT,1,1,2,0,2,1,4
136,134,5,NaT,0,1,0,0,0,0,3
137,15,4,NaT,0,1,0,0,0,0,10
138,137,4,NaT,0,1,0,0,0,1,12
139,138,4,NaT,0,1,1,0,1,0,4
140,138,4,NaT,1,1,2,0,2,0,4
141,138,4,NaT,0,1,1,0,1,1,4
142,141,5,NaT,0,1,0,1,0,0,3
143,141,5,NaT,0,1,0,1,0,0,3
144,141,5,NaT,0,1,1,1,1,0,3
145,141,5,NaT,0,1,1,1,1,0,3
146,141,5,NaT,0,1,0,1,0,0,3
147,14,4,NaT,0,0,0,0,0,0,10
148,147,4,NaT,0,0,0,0,0,1,12
149,148,4,NaT,0,0,1,0,1,0,4
150,148,4,NaT,0,0,1,0,1,1,4
151,149,5,NaT,0,0,1,1,1,0,3
152,27,4,NaT,0,1,0,0,0,1,10
153,152,4,NaT,0,1,1,0,1,0,12
154,153,5,NaT,0,0,1,1,1,0,3
155,153,5,NaT,0,0,1,1,1,0,3
156,153,5,NaT,2,0,2,1,1,0,3
157,153,5,NaT,0,0,1,1,1,0,3
158,152,5,NaT,0,1,0,0,0,1,9
159,29,4,NaT,0,1,0,0,0,1,10
160,159,4,NaT,2,1,2,0,1,1,12
161,159,5,NaT,0,1,0,0,0,0,3
162,9,4,NaT,0,1,0,0,0,1,10
163,162,4,NaT,0,1,0,0,0,0,12
164,163,4,NaT,1,1,2,0,1,1,4
165,162,4,NaT,0,1,0,0,0,1,12
166,165,4,NaT,0,1,1,0,1,0,4
167,165,4,NaT,0,1,1,0,1,1,4
168,167,5,NaT,0,1,0,1,0,0,2
169,168,5,NaT,1,1,2,1,1,1,3
170,167,5,NaT,0,1,0,1,0,0,2
171,170,5,NaT,0,1,1,1,1,0,3
172,170,5,NaT,0,1,1,1,1,0,3
173,170,5,NaT,0,1,1,1,1,0,3
174,170,5,NaT,1,1,2,1,1,0,3
175,170,5,NaT,0,1,1,1,1,1,3
176,167,5,NaT,0,1,1,1,1,0,2
177,167,5,NaT,0,1,0,1,0,0,2
178,177,5,NaT,1,1,2,1,1,0,3
179,177,5,NaT,0,1,1,1,1,0,3
180,177,5,NaT,0,1,1,1,1,0,3
181,177,5,NaT,0,1,1,1,1,1,3
182,167,5,NaT,0,1,0,1,0,0,2
183,182,5,NaT,0,1,1,1,1,1,3
184,166,5,NaT,1,0,2,1,1,0,3
185,166,5,NaT,1,0,2,1,1,0,3
186,166,5,NaT,0,0,1,1,1,0,3
187,166,5,NaT,1,0,2,1,1,0,3
188,166,5,NaT,0,0,1,1,1,0,3
189,164,5,NaT,0,1,1,2,1,0,3
190,164,5,NaT,0,1,1,2,1,0,3
191,164,5,NaT,0,1,0,2,0,0,3
192,164,5,NaT,0,1,1,2,1,0,3
193,8,4,NaT,0,0,0,0,0,1,10
194,193,4,NaT,1,0,2,0,1,0,12
195,193,4,NaT,0,0,1,0,1,0,12
196,195,5,NaT,0,0,1,1,1,0,3
197,195,5,NaT,0,0,1,1,1,0,3
198,195,5,NaT,0,0,1,1,1,0,3
199,195,5,NaT,1,0,2,1,1,0,3
200,17,4,NaT,0,1,0,0,0,1,10
201,200,4,NaT,0,1,0,0,0,1,12
202,201,4,NaT,2,1,2,0,1,0,4
203,201,4,NaT,0,1,1,0,1,0,4
204,201,4,NaT,0,1,1,0,1,0,4
205,201,4,NaT,0,1,1,0,1,0,4
206,201,4,NaT,0,1,1,0,1,1,4
207,206,5,NaT,2,1,2,1,1,0,3
208,206,5,NaT,0,1,1,1,2,0,3
209,206,5,NaT,0,1,1,1,1,0,3
210,206,5,NaT,0,1,1,1,1,0,3
211,203,5,NaT,0,0,1,1,1,0,3
212,203,5,NaT,0,0,1,1,1,0,3
213,22,4,NaT,0,1,0,0,0,1,10
214,213,4,NaT,0,1,0,0,0,0,12
215,214,4,NaT,1,1,2,0,1,0,3
216,214,4,NaT,0,1,1,0,1,1,3
217,213,4,NaT,0,1,0,0,0,0,12
218,217,4,NaT,1,1,2,0,1,0,3
219,217,4,NaT,1,1,2,0,1,0,3
220,217,4,NaT,0,1,1,0,1,1,3
221,213,4,NaT,0,1,0,0,0,1,12
222,221,4,NaT,0,1,1,0,1,0,3
223,221,4,NaT,0,1,1,0,1,0,3
224,221,4,NaT,1,1,2,0,1,1,3
225,224,5,NaT,2,1,2,2,1,0,3
226,224,5,NaT,0,1,0,2,0,0,3
227,224,5,NaT,0,1,1,2,1,0,3
228,224,5,NaT,0,1,0,2,0,0,3
229,223,5,NaT,0,0,1,1,1,0,3
230,223,5,NaT,0,0,1,1,1,0,3
231,223,5,NaT,0,0,1,1,1,0,3
232,216,5,NaT,0,1,1,1,1,0,3
233,216,5,NaT,1,1,2,1,1,0,3
234,216,5,NaT,0,1,1,1,1,0,3
235,216,5,NaT,0,1,1,1,1,0,3
236,216,5,NaT,0,1,1,1,1,0,3
237,216,5,NaT,0,1,1,1,1,0,3
238,215,5,NaT,0,0,0,2,0,0,3
239,220,5,NaT,0,1,1,1,1,0,3
240,220,5,NaT,0,1,0,1,0,0,2
241,240,5,NaT,1,1,2,1,1,1,3
242,220,5,NaT,0,1,0,1,0,0,2
243,242,5,NaT,0,1,1,1,1,1,3
244,218,5,NaT,0,0,1,2,1,0,3
245,218,5,NaT,0,0,1,2,1,0,3
246,21,4,NaT,0,0,1,0,1,1,10
247,12,4,NaT,0,1,0,0,0,1,12
248,247,4,NaT,0,1,1,0,1,0,4
249,247,4,NaT,0,1,1,0,1,1,4
250,14,4,NaT,0,0,0,0,0,1,10
251,250,4,NaT,0,0,0,0,0,0,12
252,250,4,NaT,0,0,0,0,0,0,12
253,252,4,NaT,0,0,1,0,1,1,4
254,250,4,NaT,0,0,0,0,0,1,12
255,254,4,NaT,0,0,1,0,1,0,4
256,254,4,NaT,1,0,2,0,1,0,4
257,254,4,NaT,0,0,1,0,1,0,4
258,254,4,NaT,1,0,2,0,1,1,4
259,258,5,NaT,0,1,1,2,1,0,3
260,258,5,NaT,0,1,0,2,0,0,3
261,258,5,NaT,0,1,1,2,1,0,3
262,258,5,NaT,0,1,1,2,1,0,3
263,258,5,NaT,0,1,1,2,1,0,3
264,258,5,NaT,0,1,1,2,1,0,3
265,258,5,NaT,1,1,2,2,1,0,3
266,255,5,NaT,0,0,0,1,0,0,3
267,255,5,NaT,0,0,0,1,0,0,3
268,255,5,NaT,1,0,2,1,1,0,3
269,257,5,NaT,0,0,0,1,0,0,3
270,257,5,NaT,0,0,1,1,1,0,3
271,257,5,NaT,0,0,1,1,1,0,3
